AL3(1471 bp)(BEN2908:748766, BEN2908:750236)(K12:1427072, K12:1428542)
AL4(1284 bp)(BEN2908:921580, BEN2908:922860)(K12:1642562, K12:1641279)","AL1(3511 bp)(BEN2908:263194, BEN2908:266699)(LF82:1628607, LF82:1625111)
AL2(3263 bp)(BEN2908:354884, BEN2908:358138)(LF82:1206989, LF82:1210243)
AL3(1376 bp)(BEN2908:714585, BEN2908:715950)(LF82:1616965, LF82:1615591)
AL4(1500 bp)(BEN2908:949059, BEN2908:950557)(LF82:1595595, LF82:1594103)
AL5(1408 bp)(BEN2908:1200827, BEN2908:1202233)(LF82:1205376, LF82:1206771)
AL6(1488 bp)(BEN2908:1358337, BEN2908:1359824)(LF82:1593591, LF82:1592104)
AL7(1463 bp)(BEN2908:1519299, BEN2908:1520761)(LF82:1210779, LF82:1212241)
AL8(1706 bp)(BEN2908:1565120, BEN2908:1566824)(LF82:1203620, LF82:1205314)","AL1(3394 bp)(BEN2908:263194, BEN2908:266585)(NRG857c:1635671, NRG857c:1632292)
AL2(3263 bp)(BEN2908:354884, BEN2908:358138)(NRG857c:1215749, NRG857c:1219003)
AL3(1284 bp)(BEN2908:714670, BEN2908:715950)(NRG857c:1625936, NRG857c:1624653)
AL4(1500 bp)(BEN2908:949059, BEN2908:950557)(NRG857c:1604407, NRG857c:1602915)
AL5(1408 bp)(BEN2908:1200827, BEN2908:1202233)(NRG857c:1214136, NRG857c:1215531)
AL6(1463 bp)(BEN2908:1358337, BEN2908:1359799)(NRG857c:1219539, NRG857c:1221001)
AL7(1463 bp)(BEN2908:1519299, BEN2908:1520761)(NRG857c:1602403, NRG857c:1600941)
AL8(1706 bp)(BEN2908:1565120, BEN2908:1566824)(NRG857c:1212380, NRG857c:1214074)","AL1(3263 bp)(BEN2908:301513, BEN2908:304767)(PSUO2:3670452, PSUO2:3667198)
AL2(1368 bp)(BEN2908:338286, BEN2908:339646)(PSUO2:161856, PSUO2:160490)
AL3(1408 bp)(BEN2908:738751, BEN2908:740157)(PSUO2:3672065, PSUO2:3670670)
AL4(1706 bp)(BEN2908:943886, BEN2908:945590)(PSUO2:3673821, PSUO2:3672127)
AL5(1463 bp)(BEN2908:1206551, BEN2908:1208013)(PSUO2:3666662, PSUO2:3665200)","AL1(14878 bp)(BEN2908:289893, BEN2908:304767)(RS218:1391241, RS218:1406110)
AL2(7257 bp)(BEN2908:343264, BEN2908:350519)(RS218:1242353, RS218:1249608)
AL3(4938 bp)(BEN2908:700645, BEN2908:705579)(RS218:1369737, RS218:1374662)
AL4(4106 bp)(BEN2908:953049, BEN2908:957145)(RS218:1408698, RS218:1412801)
AL5(2794 bp)(BEN2908:1213186, BEN2908:1215979)(RS218:1413757, RS218:1416550)
AL6(2985 bp)(BEN2908:1360001, BEN2908:1362978)(RS218:4565659, RS218:4568642)
AL7(1782 bp)(BEN2908:1493633, BEN2908:1495413)(RS218:1385473, RS218:1387254)
AL8(1715 bp)(BEN2908:1542729, BEN2908:1544436)(RS218:1381562, RS218:1383275)
AL9(3259 bp)(BEN2908:2033586, BEN2908:2036837)(RS218:1253960, RS218:1257212)
AL10(1301 bp)(BEN2908:2095865, BEN2908:2097165)(RS218:1387239, RS218:1388538)
AL11(1417 bp)(BEN2908:2157137, BEN2908:2158546)(RS218:1259434, RS218:1260849)
AL12(1500 bp)(BEN2908:2213144, BEN2908:2214642)(RS218:4561991, RS218:4563483)
AL13(1408 bp)(BEN2908:2567081, BEN2908:2568487)(RS218:1252344, RS218:1253739)
AL14(1463 bp)(BEN2908:2747948, BEN2908:2749410)(RS218:1407034, RS218:1408496)
AL15(1463 bp)(BEN2908:2876618, BEN2908:2878080)(RS218:4563995, RS218:4565457)
AL16(1488 bp)(BEN2908:3093567, BEN2908:3095054)(RS218:1257748, RS218:1259235)
AL17(1706 bp)(BEN2908:3271651, BEN2908:3273355)(RS218:1250588, RS218:1252282)","AL1(7257 bp)(BEN2908:289893, BEN2908:297148)(SCI07:333602, SCI07:340857)
AL2(3262 bp)(BEN2908:354884, BEN2908:358138)(SCI07:345206, SCI07:348461)
AL3(1408 bp)(BEN2908:738751, BEN2908:740157)(SCI07:343593, SCI07:344988)
AL4(1488 bp)(BEN2908:951385, BEN2908:952872)(SCI07:348997, SCI07:350483)
AL5(1706 bp)(BEN2908:1199052, BEN2908:1200756)(SCI07:341837, SCI07:343531)","AL1(10832 bp)(BEN2908:290453, BEN2908:301277)(SCU-397:3698975, SCU-397:3688170)
AL2(9689 bp)(BEN2908:351533, BEN2908:361211)(SCU-397:2843575, SCU-397:2853252)
AL3(7759 bp)(BEN2908:729265, BEN2908:737020)(SCU-397:2835766, SCU-397:2843511)
AL4(6341 bp)(BEN2908:947303, BEN2908:953630)(SCU-397:3687952, SCU-397:3681634)
AL5(4606 bp)(BEN2908:1180853, BEN2908:1185457)(SCU-397:2827770, SCU-397:2832370)
AL6(2703 bp)(BEN2908:1337242, BEN2908:1339931)(SCU-397:2635839, SCU-397:2638536)
AL7(2719 bp)(BEN2908:1498196, BEN2908:1500899)(SCU-397:3884614, SCU-397:3887325)
AL8(2709 bp)(BEN2908:1551526, BEN2908:1554217)(SCU-397:3401705, SCU-397:3399002)
AL9(2702 bp)(BEN2908:2016572, BEN2908:2019259)(SCU-397:5378667, SCU-397:5375975)
AL10(2700 bp)(BEN2908:2097166, BEN2908:2099854)(SCU-397:4161319, SCU-397:4164002)
AL11(2701 bp)(BEN2908:2134358, BEN2908:2137045)(SCU-397:1469693, SCU-397:1467010)
AL12(2705 bp)(BEN2908:2194374, BEN2908:2197065)(SCU-397:683863, SCU-397:681173)
AL13(2709 bp)(BEN2908:2551711, BEN2908:2554399)(SCU-397:5167409, SCU-397:5164713)
AL14(4908 bp)(BEN2908:2742224, BEN2908:2747120)(SCU-397:4157425, SCU-397:4152539)
AL15(2404 bp)(BEN2908:2878322, BEN2908:2880718)(SCU-397:3383340, SCU-397:3380938)
AL16(2443 bp)(BEN2908:3095231, BEN2908:3097666)(SCU-397:4150339, SCU-397:4147898)
AL17(1874 bp)(BEN2908:3281913, BEN2908:3283786)(SCU-397:3680899, SCU-397:3679026)
AL18(1527 bp)(BEN2908:3344244, BEN2908:3345769)(SCU-397:3702596, SCU-397:3701070)
AL19(1352 bp)(BEN2908:3365400, BEN2908:3366746)(SCU-397:2833136, SCU-397:2834486)
AL20(1148 bp)(BEN2908:3406443, BEN2908:3407590)(SCU-397:3676716, SCU-397:3675570)
AL21(1123 bp)(BEN2908:3565274, BEN2908:3566396)(SCU-397:3722750, SCU-397:3721628)
AL22(1321 bp)(BEN2908:3769808, BEN2908:3771127)(SCU-397:2854006, SCU-397:2855325)
AL23(1156 bp)(BEN2908:3770041, BEN2908:3771195)(SCU-397:3908487, SCU-397:3907332)
AL24(1321 bp)(BEN2908:3862919, BEN2908:3864238)(SCU-397:3870445, SCU-397:3869127)
AL25(1074 bp)(BEN2908:4016941, BEN2908:4018007)(SCU-397:3896717, SCU-397:3895645)
AL26(1023 bp)(BEN2908:4227988, BEN2908:4229005)(SCU-397:3905997, SCU-397:3904989)
AL27(1023 bp)(BEN2908:4335182, BEN2908:4336199)(SCU-397:3720308, SCU-397:3719300)
AL28(1069 bp)(BEN2908:4402505, BEN2908:4403569)(SCU-397:3710956, SCU-397:3709889)
AL29(1554 bp)(BEN2908:4568692, BEN2908:4570242)(SCU-397:3875508, SCU-397:3873963)
AL30(1489 bp)(BEN2908:4698164, BEN2908:4699650)(SCU-397:3387034, SCU-397:3385556)
AL31(1463 bp)(BEN2908:4887369, BEN2908:4888831)(SCU-397:4152003, SCU-397:4150541)
AL32(1463 bp)(BEN2908:4960381, BEN2908:4961843)(SCU-397:3873451, SCU-397:3871989)
AL33(1463 bp)(BEN2908:5027803, BEN2908:5029265)(SCU-397:3385044, SCU-397:3383582)
AL34(1049 bp)(BEN2908:5020304, BEN2908:5021352)(SCU-397:4159172, SCU-397:4158124)","AL1(14878 bp)(BEN2908:289893, BEN2908:304767)(UTI89:1410059, UTI89:1424928)
AL2(7257 bp)(BEN2908:343264, BEN2908:350519)(UTI89:1261578, UTI89:1268833)
AL3(4938 bp)(BEN2908:700645, BEN2908:705579)(UTI89:1388555, UTI89:1393480)
AL4(4104 bp)(BEN2908:953049, BEN2908:957145)(UTI89:1427516, UTI89:1431618)
AL5(2794 bp)(BEN2908:1213186, BEN2908:1215979)(UTI89:1432574, UTI89:1435367)
AL6(1782 bp)(BEN2908:1332671, BEN2908:1334451)(UTI89:1404291, UTI89:1406072)
AL7(1715 bp)(BEN2908:1489409, BEN2908:1491116)(UTI89:1400380, UTI89:1402093)
AL8(3259 bp)(BEN2908:1568540, BEN2908:1571791)(UTI89:1273185, UTI89:1276437)
AL9(1301 bp)(BEN2908:2015271, BEN2908:2016571)(UTI89:1406057, UTI89:1407356)
AL10(1439 bp)(BEN2908:2119923, BEN2908:2121354)(UTI89:1278637, UTI89:1280074)
AL11(1285 bp)(BEN2908:2158267, BEN2908:2159551)(UTI89:5024822, UTI89:5026106)
AL12(1500 bp)(BEN2908:2213144, BEN2908:2214642)(UTI89:5020080, UTI89:5021572)
AL13(1408 bp)(BEN2908:2567081, BEN2908:2568487)(UTI89:1271569, UTI89:1272964)
AL14(1460 bp)(BEN2908:2747948, BEN2908:2749407)(UTI89:5022084, UTI89:5023543)
AL15(1463 bp)(BEN2908:2876618, BEN2908:2878080)(UTI89:1425852, UTI89:1427314)
AL16(1463 bp)(BEN2908:3093567, BEN2908:3095029)(UTI89:1276973, UTI89:1278435)
AL17(1706 bp)(BEN2908:3271651, BEN2908:3273355)(UTI89:1269813, UTI89:1271507)"
Region 6,"AL 1_78-Pyelo:(2562 bp)Phage tail length tape-measure protein 1[2820596..2823157]
, (390 bp)Phage minor tail protein[2823138..2823527]
, (432 bp)Phage minor tail protein[2823578..2824009]
, (747 bp)Putative tail component of prophage CP-933K[2824028..2824774]
, (396 bp)Phage minor tail protein[2824782..2825177]
, (534 bp)Minor tail protein Z[2825174..2825707]
, (354 bp)Phage capsid and scaffold[2825723..2826076]
, (384 bp)Phage DNA-packaging protein[2826069..2826452]
, (1029 bp)Phage major capsid protein[2826504..2827532]
, (348 bp)Head decoration protein[2827590..2827937]
, (1506 bp)Phage capsid and scaffold[2827974..2829479]
, (1593 bp)Phage portal protein[2829469..2831061]
, (207 bp)Phage head-to-tail joining protein[2831058..2831264]

AL 2_78-Pyelo:(3801 bp)Phage tail fiber protein[2814096..2817896]
, (582 bp)Phage tail assembly protein I[2818240..2818821]
, (636 bp)Phage tail assembly protein[2818818..2819453]
, (699 bp)Phage minor tail protein[2819572..2820270]
, (330 bp)Phage minor tail protein[2820270..2820599]

AL 3_78-Pyelo:(114 bp)hypothetical protein[2853763..2853876]
, (2496 bp)Exodeoxyribonuclease encoded by cryptic prophage CP-933P[2853906..2856401]
, (1131 bp)Mobile element protein[2856692..2857822]

AL 4_78-Pyelo:(381 bp)Mobile element protein[875792..876172]
, (1104 bp)Mobile element protein[876255..877358]
, (348 bp)Mobile element protein[877378..877725]
, (306 bp)Mobile element protein[877725..878030]

AL 5_78-Pyelo:(123 bp)hypothetical protein[2833707..2833829]
, (126 bp)hypothetical protein[2833780..2833905]
, (114 bp)FIG00638494: hypothetical protein[2833931..2834044]
, (141 bp)hypothetical protein[2834378..2834518]
, (123 bp)hypothetical protein[2834605..2834727]
, (459 bp)Phage endopeptidase[2834869..2835327]
, (132 bp)hypothetical protein[2835339..2835470]
, (147 bp)hypothetical protein[2835485..2835631]

AL 6_78-Pyelo:(351 bp)FIG00638659: hypothetical protein[2836421..2836771]
, (216 bp)Phage holin #lysis protein S[2836776..2836991]
, (1854 bp)Mobile element protein[2837141..2838994]

AL 7_78-Pyelo:(2475 bp)Exodeoxyribonuclease encoded by cryptic prophage CP-933P[2118577..2121051]

AL 8_78-Pyelo:(549 bp)Phage tail assembly protein I[2971914..2972462]
, (600 bp)Phage tail assembly protein[2972459..2973058]
, (699 bp)Phage minor tail protein[2973208..2973906]
, (330 bp)Phage minor tail protein[2973906..2974235]
, (2565 bp)Phage tail length tape-measure protein 1[2974232..2976796]
, (435 bp)Phage minor tail protein[2976789..2977223]

AL 9_78-Pyelo:(393 bp)LygF[2848251..2848643]
, (771 bp)FIG00639948: hypothetical protein[2848659..2849429]
, (423 bp)putative phage replication protein[2849463..2849885]

AL 10_78-Pyelo:(375 bp)Holliday junction resolvase / Crossover junction endodeoxyribonuclease rusA (EC 3.1.22.-)[2843246..2843620]
, (1047 bp)Phage antitermination protein Q[2843633..2844679]
, (114 bp)hypothetical protein[2844762..2844875]

AL 11_78-Pyelo:(2064 bp)Phage tail fiber protein[2811214..2813277]
, (600 bp)Attachment invasion locus protein precursor[2813429..2814028]

AL 12_78-Pyelo:(600 bp)Attachment invasion locus protein precursor[4749130..4749729]

AL 13_78-Pyelo:(1041 bp)Primosomal protein I[2124919..2125959]
, (423 bp)putative phage replication protein[2125991..2126413]

AL 14_78-Pyelo:(600 bp)Attachment invasion locus protein precursor[2967791..2968390]

AL 15_78-Pyelo:(573 bp)Phage tail assembly protein I[4753556..4754128]
, (744 bp)Phage tail assembly protein[4754125..4754868]

AL 18_78-Pyelo:(423 bp)Phage minor tail protein[2977205..2977627]
, (741 bp)Phage tail assembly[2977643..2978383]
, (396 bp)Phage minor tail protein[2978391..2978786]
","AL 1_APECO1:(483 bp)tmRNA-binding protein SmpB[1347860..1348342]
, (477 bp)Putative oligoketide cyclase/dehydratase or lipid transport protein YfjG[1348474..1348950]
, (291 bp)UPF0125 protein yfjF[1348940..1349230]
, (342 bp)Outer membrane lipoprotein SmpA, a component of the essential YaeT outer-membrane protein assembly complex[1349292..1349633]
, (1662 bp)DNA repair protein RecN[1349782..1351443]
, (879 bp)NAD kinase (EC 2.7.1.23)[1351529..1352407]
, (165 bp)Heat shock protein GrpE[1352369..1352533]
, (594 bp)Heat shock protein GrpE[1352530..1353123]
, (1263 bp)Hemolysins and related proteins containing CBS domains[1353178..1354440]
, (867 bp)Glutamate synthase [NADPH] small chain (EC 1.4.1.13)[1354485..1355351]
, (1362 bp)Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)[1355443..1356804]
, (249 bp)SSU ribosomal protein S16p[1356941..1357189]
, (552 bp)16S rRNA processing protein RimM[1357205..1357756]
, (768 bp)tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)[1357787..1358554]
, (348 bp)LSU ribosomal protein L19p[1358596..1358943]
, (384 bp)Integral membrane protein YfiB[1359020..1359403]
, (1224 bp)Inner membrane protein YfiN[1359518..1360741]
, (519 bp)Uncharacterized protein YfiR precursor[1360734..1361252]
, (366 bp)FIG00638228: hypothetical protein[1361399..1361764]

AL 2_APECO1:(2235 bp)GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)[1196860..1199094]
, (792 bp)Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)[1199190..1199981]
, (1638 bp)CTP synthase (EC 6.3.4.2)[1200209..1201846]
, (1299 bp)Enolase (EC 4.2.1.11)[1201934..1203232]
, (1329 bp)Mobile element protein[1203358..1204686]
, (831 bp)Uncharacterized protein YgcG[1204732..1205562]

AL 3_APECO1:(2658 bp)IncI1 plasmid conjugative transfer integral membrane protein TraY[1327311..1329968]
, (1251 bp)FIG00638315: hypothetical protein[1330335..1331585]

AL 4_APECO1:(342 bp)Ribosome hibernation protein YfiA[1365629..1365970]
, (1329 bp)Mobile element protein[1366301..1367629]
, (738 bp)Probable component of the lipoprotein assembly complex (forms a complex with YaeT, YfgL, and NlpB)[1367679..1368416]
, (981 bp)Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)[1368551..1369531]

AL 5_APECO1:(750 bp)adherence and invasion outermembrane protein (Inv,enhances Peyer's patches colonization)[2084234..2084983]
, (2022 bp)Outer membrane receptor proteins, mostly Fe transport[2085634..2087655]

AL 6_APECO1:(2574 bp)ClpB protein[1370389..1372962]

AL 7_APECO1:(1377 bp)Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)[1477183..1478559]
, (129 bp)hypothetical protein[1478594..1478722]

AL 8_APECO1:(1485 bp)FIG00639151: hypothetical protein[1337933..1339417]

AL 9_APECO1:(1479 bp)Uncharacterized sugar kinase YgcE (EC 2.7.1.-)[1209560..1211038]
, (1278 bp)Inner membrane protein YqcE[1211065..1212342]
, (786 bp)2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)[1212661..1213446]

AL 10_APECO1:(1752 bp)hypothetical protein[1342369..1344120]

AL 11_APECO1:(1491 bp)Tricarboxylate transport membrane protein TctA[5041699..5043189]

AL 12_APECO1:(813 bp)Propanediol utilization polyhedral body protein PduB[2054506..2055318]
, (285 bp)Propanediol utilization polyhedral body protein PduA[2055315..2055599]

AL 13_APECO1:(1338 bp)Inner membrane metabolite transport protein YgcS[1215064..1216401]
, (777 bp)Putative electron transfer flavoprotein subunit YgcR[1216379..1217155]

AL 14_APECO1:(717 bp)FIG007491: hypothetical protein YeeN[2076717..2077433]

AL 15_APECO1:(1428 bp)DNA recombination protein RmuC[5036106..5037533]
, (768 bp)D-galactonate regulator, IclR family[5037750..5038517]

AL 16_APECO1:(606 bp)11[1503100..1503705]

AL 17_APECO1:(384 bp)FIG01068879: hypothetical protein[2058577..2058960]
, (546 bp)Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)[2059094..2059639]

AL 18_APECO1:(672 bp)Queuosine Biosynthesis QueE Radical SAM[1208476..1209147]

AL 19_APECO1:(1122 bp)Chorismate mutase I (EC 5.4.99.5) / Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)[1363055..1364176]

AL 20_APECO1:(1005 bp)2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)[5038541..5039545]
, (630 bp)2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21)[5039535..5040164]

AL 21_APECO1:(2472 bp)12[1503705..1506176]
, (465 bp)13[1506176..1506640]
, (132 bp)hypothetical protein[1506606..1506737]

AL 22_APECO1:(810 bp)Propanediol diffusion facilitator[2056112..2056921]

AL 23_APECO1:(810 bp)Uncharacterized protein YgcG[1206794..1207603]
, (603 bp)LemA PROTEIN[1207701..1208303]
, (126 bp)hypothetical protein[1208317..1208442]

AL 24_APECO1:(1455 bp)Predicted FAD containing dehydrogenase[1213516..1214970]
","AL 1_CFT073:(342 bp)Outer membrane lipoprotein SmpA, a component of the essential YaeT outer-membrane protein assembly complex[1349292..1349633]
, (1662 bp)DNA repair protein RecN[1349782..1351443]
, (879 bp)NAD kinase (EC 2.7.1.23)[1351529..1352407]
, (165 bp)Heat shock protein GrpE[1352369..1352533]
, (594 bp)Heat shock protein GrpE[1352530..1353123]
, (1263 bp)Hemolysins and related proteins containing CBS domains[1353178..1354440]
, (867 bp)Glutamate synthase [NADPH] small chain (EC 1.4.1.13)[1354485..1355351]
, (1362 bp)Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)[1355443..1356804]
, (249 bp)SSU ribosomal protein S16p[1356941..1357189]
, (552 bp)16S rRNA processing protein RimM[1357205..1357756]
, (768 bp)tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)[1357787..1358554]
, (348 bp)LSU ribosomal protein L19p[1358596..1358943]
, (384 bp)Integral membrane protein YfiB[1359020..1359403]

AL 2_CFT073:(3282 bp)Uncharacterized protein YphG, TPR-domain containing[1424142..1427423]
, (984 bp)Predicted sugar ABC transport system, periplasmic binding protein YphF precursor[1427520..1428503]
, (1512 bp)Predicted sugar ABC transport system, ATP-binding protein YphE[1428526..1430037]
, (999 bp)Predicted sugar ABC transport system, permease protein YphD[1430062..1431060]
, (1095 bp)Hypothetical zinc-type alcohol dehydrogenase-like protein YphC[1431093..1432187]

AL 3_CFT073:(1224 bp)Inner membrane protein YfiN[1359518..1360741]
, (519 bp)Uncharacterized protein YfiR precursor[1360734..1361252]
, (366 bp)FIG00638228: hypothetical protein[1361399..1361764]
, (1071 bp)2-keto-3-deoxy-D-arabino-heptulosonate-7- phosphate synthase I alpha (EC 2.5.1.54)[1361974..1363044]
, (1122 bp)Chorismate mutase I (EC 5.4.99.5) / Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)[1363055..1364176]
, (1161 bp)Chorismate mutase I (EC 5.4.99.5) / Prephenate dehydratase (EC 4.2.1.51)[1364219..1365379]
, (342 bp)Ribosome hibernation protein YfiA[1365629..1365970]

AL 4_CFT073:(186 bp)FIG00639598: hypothetical protein[3497631..3497816]
, (1284 bp)Citrate synthase (si) (EC 2.3.3.1)[3497804..3499087]
, (243 bp)FIG00639192: hypothetical protein[3499235..3499477]

AL 5_CFT073:(702 bp)Lipoprotein releasing system ATP-binding protein LolD[3026823..3027524]
, (1200 bp)Lipoprotein releasing system transmembrane protein LolC[3027517..3028716]

AL 6_CFT073:(1329 bp)Mobile element protein[1366301..1367629]
, (738 bp)Probable component of the lipoprotein assembly complex (forms a complex with YaeT, YfgL, and NlpB)[1367679..1368416]

AL 7_CFT073:(1485 bp)FIG00639151: hypothetical protein[1337933..1339417]

AL 8_CFT073:(855 bp)Uncharacterized protein yfhR[1436512..1437366]
, (804 bp)Inositol-1-monophosphatase (EC 3.1.3.25)[1437511..1438314]
, (741 bp)tRNA:Cm32/Um32 methyltransferase[1438433..1439173]

AL 9_CFT073:(3447 bp)Transcription-repair coupling factor[3030179..3033625]
, (960 bp)L,D-transpeptidase YcfS[3033771..3034730]

AL 11_CFT073:(1191 bp)DNA-cytosine methyltransferase (EC 2.1.1.37)[1344125..1345315]

AL 12_CFT073:(2658 bp)IncI1 plasmid conjugative transfer integral membrane protein TraY[1327311..1329968]

AL 13_CFT073:(516 bp)Chaperone protein HscB[1442108..1442623]

AL 14_CFT073:(408 bp)DNA-binding protein H-NS[1331648..1332055]
, (162 bp)hypothetical protein[1332179..1332340]
, (312 bp)hypothetical protein[1332569..1332880]

AL 15_CFT073:(633 bp)putative transcriptional repressor[3035311..3035943]
, (540 bp)FIG01200701: possible membrane protein[3036005..3036544]

AL 16_CFT073:(1140 bp)Probable 3-phenylpropionic acid transporter[1433910..1435049]
, (1281 bp)Stationary phase inducible protein CsiE[1435041..1436321]

AL 17_CFT073:(1074 bp)FIG00638640: hypothetical protein[3028978..3030051]

AL 18_CFT073:(1215 bp)Cysteine desulfurase (EC 2.8.1.7), IscS subfamily[1440044..1441258]
, (387 bp)Iron-sulfur cluster assembly scaffold protein IscU[1441286..1441672]

AL 19_CFT073:(423 bp)Inner membrane protein YphA[1433119..1433541]
, (153 bp)hypothetical protein[1433538..1433690]

AL 20_CFT073:(1305 bp)NADH dehydrogenase (EC 1.6.99.3)[3036771..3038075]
","AL 1_chi7122:(1086 bp)Chorismate synthase (EC 4.2.3.5)[1685267..1686352]
, (825 bp)Murein endopeptidase[1686356..1687180]
, (810 bp)Putative membrane protein YfcA[1687180..1687989]
, (549 bp)Putative transporting ATPase[1687989..1688537]
, (279 bp)FIG00639460: hypothetical protein[1688571..1688849]

AL 2_chi7122:(567 bp)Major fimbrial subunit StfA[1676832..1677398]

AL 3_chi7122:(912 bp)LysR family transcriptional regulator QseA[560596..561507]
, (273 bp)probable membrane protein YPO3684[561639..561911]

AL 4_chi7122:(624 bp)Flavin reductase (EC 1.5.1.30)[281497..282120]
, (495 bp)Putative heme iron utilization protein[282120..282614]
","AL 1_IHE3034:(2313 bp)Penicillin-insensitive transglycosylase (EC 2.4.2.-) & transpeptidase PBP-1C[1453811..1456123]
, (432 bp)Nucleoside diphosphate kinase (EC 2.7.4.6)[1456272..1456703]
, (1155 bp)Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)[1456853..1458007]
, (1008 bp)FIG021952: putative membrane protein[1458292..1459299]
, (1119 bp)1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)[1459326..1460444]
, (1275 bp)Histidyl-tRNA synthetase (EC 6.1.1.21)[1460555..1461829]
, (621 bp)Mlr7403 protein[1461847..1462467]
, (1179 bp)Outer membrane protein YfgL, lipoprotein component of the protein assembly complex (forms a complex with YaeT, YfiO, and NlpB)[1462478..1463656]
, (1473 bp)GTP-binding protein EngA[1463774..1465246]
, (216 bp)FIG00613201: hypothetical protein[1465309..1465524]
, (2178 bp)adherence and invasion outermembrane protein (Inv,enhances Peyer's patches colonization)[1465733..1467910]
, (978 bp)SinI homolog[1467965..1468942]

AL 2_IHE3034:(873 bp)Aldose 1-epimerase family protein YphB[1432199..1433071]
, (423 bp)Inner membrane protein YphA[1433119..1433541]
, (153 bp)hypothetical protein[1433538..1433690]
, (1140 bp)Probable 3-phenylpropionic acid transporter[1433910..1435049]
, (1281 bp)Stationary phase inducible protein CsiE[1435041..1436321]
, (855 bp)Uncharacterized protein yfhR[1436512..1437366]

AL 3_IHE3034:(2145 bp)Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)[1302551..1304695]
, (411 bp)Ribonucleotide reduction protein NrdI[1304668..1305078]
, (246 bp)Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib[1305075..1305320]
, (432 bp)4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein[1305528..1305959]
, (1335 bp)Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)[1306047..1307381]
, (330 bp)FIG00638140: hypothetical protein[1307438..1307767]
, (345 bp)FIG01219827: hypothetical protein[1307919..1308263]
, (450 bp)Putative inner membrane protein[1308300..1308749]
, (129 bp)hypothetical protein[1308875..1309003]

AL 5_IHE3034:(8052 bp)RatA homolog[1469063..1477114]
, (1377 bp)Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)[1477183..1478559]
, (129 bp)hypothetical protein[1478594..1478722]

AL 6_IHE3034:(405 bp)DNA-binding protein H-NS[1309416..1309820]
, (525 bp)Rhodanese-related sulfurtransferases[1309867..1310391]
, (300 bp)Transcriptional regulator, ArsR family[1310401..1310700]
, (159 bp)FIG00638334: hypothetical protein[1310883..1311041]
, (450 bp)FIG00638941: hypothetical protein[1311125..1311574]

AL 7_IHE3034:(930 bp)COG1242: Predicted Fe-S oxidoreductase[588274..589203]
, (2337 bp)Aerobic respiration control sensor protein arcB (EC 2.7.3.-)[589299..591635]
, (654 bp)Sigma cross-reacting protein 27A[591865..592518]
, (729 bp)Monofunctional biosynthetic peptidoglycan transglycosylase (EC 2.4.2.-)[592515..593243]
, (633 bp)Putative uncharacterized protein YrbL[593240..593872]

AL 8_IHE3034:(324 bp)FIG01046441: hypothetical protein[2142705..2143028]
, (411 bp)Sb9[2143025..2143435]
, (507 bp)FIG00639550: hypothetical protein[2143410..2143916]
, (561 bp)FIG111678: IS, phage, Tn; Transposon-related functions[2143913..2144473]
, (171 bp)Mu-like prophage FluMu protein GP38[2144482..2144652]

AL 9_IHE3034:(846 bp)3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2)[1447797..1448642]

AL 10_IHE3034:(468 bp)Phage outer membrane lytic protein Rz; Endopeptidase (EC 3.4.-.-)[2135476..2135943]
, (351 bp)Holin[2136729..2137079]

AL 11_IHE3034:(288 bp)Ribosome hibernation protein YhbH[595863..596150]
, (1434 bp)RNA polymerase sigma-54 factor RpoN[596173..597606]
, (726 bp)Lipopolysaccharide ABC transporter, ATP-binding protein LptB[597654..598379]

AL 12_IHE3034:(336 bp)Ferredoxin, 2Fe-2S[1444492..1444827]
